 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2000  0.681677163      0.244147226      0.782875180       1.40741944      0.321388811       1.31467140       12.1194525       2.84134555      0.111816272      0.875477493      0.206412464       2.98204470       1.70444298      0.470289618       1.05671418      0.192879528       1.97115231       1.09380496      0.253438383      0.117848948       1.55271280      0.188938335       11.3249598       1.55858302      0.484556794       1.03021097       2.18831396      0.223406702      0.494313389      0.232624620       2.36818051    
        2001  0.552549958      0.129504964      0.621437192       1.43426168      0.211594418       1.17510855       11.0150919       3.00277281      0.209296405      0.453566670      0.519633770       1.65331030       1.47935224      0.308044910      0.855397940      0.269559294      0.994379997       1.34029388      0.362128735      0.136014476       1.34831357      0.193577081       11.2858467       1.56250095      0.295189440       1.12618768       2.45149565      0.169207975      0.531147480      0.109748803       3.18708086    
        2002  0.441910863       8.56499225E-02  0.755446672       1.48278224      0.243349552      0.960752964       11.1426544       3.09672022      0.239555612      0.499384046      0.414573282       2.21387696       2.35023284      0.200288951      0.549490690      0.321002156      0.852786243       1.35736227      0.369547069       9.86255258E-02   1.71094418      0.197519749       8.69606018      0.774493575      0.206624269       1.54255342       2.38555932      0.125425279      0.347510129       3.95731442E-02   1.88764501    
        2003  0.629119873       9.29343849E-02  0.581000686      0.864137590      0.337914348       1.49883449       11.2554150       3.11206031      0.152440220      0.735446990      0.589350104       2.63910961       1.44440722      0.233682603      0.586126328      0.223531678       1.18873191       1.08788216      0.295731008       3.32280807E-02   1.18911183      0.257067025       9.51772118      0.611549020      0.211897045      0.659532309       2.62304306      0.133399129      0.391982675       6.55993521E-02   1.13841093    
        2004  0.237375468       6.63534552E-02  0.765828609      0.725511968      0.173021331      0.702458978       10.9908304       3.11118460      0.156182691      0.812706709      0.329459786       2.64505672       1.55627096      0.109945491      0.374649197      0.255865097      0.521027088      0.849173009      0.223466441       3.34686264E-02   1.57410681      0.259331793       7.34785461      0.501106143       9.42553431E-02  0.726968467       2.53642845       5.95023856E-02  0.254574567       4.62864637E-02   1.20235252    
        2005  0.430189401      0.144455239      0.597300231       1.18367553      0.278645873      0.812000990       11.0440397       3.05408692      0.204199240      0.720126510      0.510403693       2.53475475       1.38652170      0.225135311      0.656040490      0.154453322       1.00534272       1.02618515      0.356287539       7.67960772E-02   1.57818520      0.204434067       7.48757362      0.683366895      0.277010918       1.60255408       2.21330047      0.145986632      0.248722985       3.43133248E-02   2.24211240    
        2006  0.507638931       7.93708339E-02  0.806920767       1.44394898      0.406223297       1.12993169       13.9326038       2.38284707      0.208828345      0.628001750      0.272025764       2.69733977       1.74914050      0.143371254      0.370076537      0.193192378       1.22618163       1.03483236      0.426706344       7.15917200E-02   1.71661234      0.186988950       9.21230888      0.366443396      0.138782948       1.02887404       2.16335392       9.44109187E-02  0.205684081       1.67852435E-02  0.921883523    
        2007  0.610656619      0.166897431      0.711477876       1.12041938      0.330369622       1.12622380       13.3759985       2.90672326      0.184510410       1.06292903      0.249240994       2.39773297       1.20679474      0.213135496      0.409508437      0.149670154      0.982908845       1.10441518      0.401111037       9.60652456E-02   1.37872195      0.223331109       8.88959503      0.969716311      0.322262168      0.884926558       3.00347543      0.119716845      0.300693125      0.278348893       1.14701927    
        2008  0.403903186      0.103237249      0.805353582      0.568623602      0.276595950      0.774986982       14.0302963       2.92477655      0.202911809      0.286796063      0.381193429       2.68877029       1.74488485      0.125395402      0.354252040      0.241735145      0.525664032      0.652006328      0.372914642       5.23709506E-02   2.06580091      0.199273497       6.80779505      0.599121392      0.238802567      0.696769953       2.89202476       8.50574076E-02  0.199036613       1.85183659E-02  0.491832882    
        2009  0.354810983       5.36020659E-02  0.621111691       1.70840228      0.258588135       1.09330165       11.7258005       3.06849885      0.276575714      0.353353441      0.596112013       2.31787395       1.08727777       9.56934690E-02  0.344888866      0.156402037      0.343390256       1.24192870      0.635945261       5.52121103E-02   1.39621890      0.213539392       10.2094860      0.302034348       7.78009146E-02  0.939449906       2.93474436       6.42144978E-02  0.262076676      0.132544085      0.766421616    
        2010  0.602732420       7.08452985E-02  0.466953963       2.23175979      0.275245458       1.05487192       11.7952223       3.13400435      0.430745393      0.273502409      0.500211835       1.86939108       1.06529462      0.209467381      0.408853799      0.126516104      0.663183570       1.67847502      0.886342704       8.57661590E-02   1.35746384      0.226711303       9.85381317      0.508344769      0.183715805       1.72748101       3.61625957      0.140867442      0.269337654      0.110506460      0.358310342    
        2011  0.351252347       6.35881275E-02  0.970414996       1.01895630      0.280327708       1.17241836       13.6297417       3.11724949      0.152448088      0.533380568      0.216534153       3.74245119       2.15266705      0.184847504      0.544948041      0.252768189      0.411864489      0.749558926      0.270074159       5.67408018E-02   2.13121748      0.193110645       8.29562759      0.369830370      0.250996500      0.802222669       2.90681601       7.91570619E-02  0.207430437       5.17632719E-03  0.145679057    
        2012  0.658474743       6.25800267E-02  0.824619830       1.51378620      0.337522179       1.39968169       14.0086546       3.27092218      0.273580015      0.594439626      0.300715536       3.06953692       1.49265420      0.191743061      0.424161553      0.243199438      0.641749442       1.45276582      0.728692830       4.03313227E-02   1.60527575      0.264474541       11.5105581      0.334148437      0.194733053       1.24900270       3.21975064      0.119876489      0.295644522       1.93078797E-02  0.129422963    
        2013  0.387593895       9.34586897E-02  0.518310010       1.50863039      0.168352082      0.995250225       12.9901562       2.12168837      0.262296617      0.358548462      0.368792772       2.33999562       1.13084006      0.131791785      0.498519748      0.183979467      0.295323193       1.41467798      0.500584662       4.18940634E-02   1.45597875      0.153879926       7.15268183      0.398776799      0.324234486      0.892709315       2.38655591       7.97367766E-02  0.247557864       8.25433955E-02  0.943454623    
        2014  0.383049309       6.48702309E-02  0.532526255       1.63023245      0.214422375       1.05679774       13.9363642       2.02012920      0.238414362      0.365546614      0.249861345       1.95284390       1.04319382      0.117156379      0.577190638      0.155162618      0.413213879       1.19675148      0.455446750       7.55106136E-02   1.28037322      0.155260190       8.50275421      0.597205162      0.366994977       1.49290466       2.15958881       9.19919536E-02  0.320640445      0.447337419       1.69516289    
        2015  0.443479747       7.51042515E-02  0.616538405       1.88742030      0.248249963       1.22351968       16.1349869       2.33882785      0.276026964      0.423215806      0.289279848       2.26092744       1.20776963      0.135639146      0.668249130      0.179641306      0.478403121       1.38555288      0.527298748       8.74232799E-02   1.48236680      0.179754272       9.84416103      0.691421151      0.424892664       1.72842765       2.50028872      0.106504746      0.371225178      0.517910063       1.96259439    
        2016  0.317283869       3.00697237E-02  0.472740412      0.998094499       9.92809385E-02  0.820625901       11.6852436       2.49077010      0.175197899      0.209955394      0.267619580       1.51638961       1.29908645       9.83003825E-02  0.477981716      0.247456402      0.202121049      0.837732852      0.359607935       3.32871266E-02   1.15977216      0.172833771       6.31827354      0.203672230       9.43890959E-02   1.12105393       2.33334398       5.75432293E-02  0.258373201       1.14424042E-02  0.798754334    
        2017  0.394722790       5.13318256E-02  0.693306327      0.837958097      0.164206579      0.747964621       14.3744936       3.20605993      0.159310758      0.509972930      0.272439718       2.17357516       2.00407577       8.15796629E-02  0.310171872      0.282008588      0.246133745      0.742131472      0.358935475       1.80839021E-02   1.94031489      0.271050960       7.81312275      0.183939338      0.181279510      0.846321106       2.72410417       5.90624921E-02  0.152767524       2.90452261E-02  0.396628529    
        2018  0.347702682       8.67794380E-02  0.509061217      0.998202026      0.148460105      0.896264970       10.6975718       2.11191058      0.210256636      0.245333686      0.524107337       1.32224250       1.49552965      0.117847577      0.427457303      0.250322640      0.282015860       1.16657186      0.460123152       8.68820623E-02   1.41431499      0.211885810       8.15808296      0.375584126      0.325081348       1.59341466       2.08862853       6.60436675E-02  0.267055780       7.26653114E-02  0.599001586    
        2019  0.474125803       8.40118378E-02  0.644497812       1.08818507      0.199111164       1.25912488       10.9629059       2.59972906      0.120552354      0.463055551      0.281479865       1.87234771       1.41485262      0.173158392      0.628962755      0.306229055      0.496925175      0.979006290      0.349346876       7.15093836E-02   1.54415727      0.240031004       9.00721359      0.497030258      0.305041939       1.06682277       2.54872608      0.118573375      0.381642938      0.262733877       1.01480258    
        2020  0.322617859       5.25127500E-02  0.813486099      0.601344526      0.235259950      0.990249753       12.2916279       2.46420527      0.121701360      0.371517479      0.145043537       2.57436275       1.67596221       8.63466561E-02  0.318211228      0.275869727      0.212006480      0.801477253      0.302356660       5.13723940E-02   1.91524315      0.194223449       8.34706688      0.336551189      0.250014067      0.887749851       2.17908788       6.10966235E-02  0.194915131      0.132533222      0.742691040    
 BOB            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   2.42821276E-02   2.76630162E-03   3.49606201E-02  0.174841523       1.17395399E-02   6.56520873E-02  0.319734663      0.116649389       4.01338823E-02   3.17273885E-02  0.596386611      0.124174498      0.125764161       7.25601101E-03   2.97283530E-02   1.21416617E-02   3.98803465E-02   4.67451625E-02   2.68870350E-02   5.32923453E-03   6.52549341E-02   4.19528410E-02  0.291660160       2.16991063E-02   5.83645515E-03  0.386630744      0.194513559       5.65371616E-03   2.54815258E-02   1.73593014E-02  0.133776754    
        1996   5.23131248E-03   1.36450143E-03   1.77808180E-02   9.68765169E-02   6.72576576E-03   2.13655457E-02  0.206333965       6.30655438E-02   2.82804780E-02   1.81888826E-02  0.629234433       7.44707510E-02   8.97346959E-02   2.12209928E-03   1.25528211E-02   9.47689731E-03   1.23181166E-02   3.54057215E-02   1.90528352E-02   9.42113250E-03   7.48443902E-02   3.61822061E-02  0.178128988       2.85818372E-02   5.02646109E-03  0.253134102      0.165532142       1.29592139E-03   5.80145093E-03   1.21972198E-02  0.130972862    
        1997   5.03164530E-03   1.97960390E-03   1.20433895E-02   6.76493123E-02   3.66804609E-03   1.82598680E-02  0.110031769       3.80294211E-02   3.17568295E-02   2.93530207E-02  0.611860693       8.16874430E-02   7.41795301E-02   2.23319721E-03   1.06464578E-02   6.79694116E-03   2.18416043E-02   4.56989706E-02   2.14572344E-02   1.09638541E-03   2.33788621E-02   3.24520506E-02  0.166045412       8.55169073E-03   3.19844857E-03  0.141204745      0.165842339       2.14871881E-03   5.35636814E-03   1.42744707E-03   4.25926112E-02
        1998   1.11853741E-02   4.03703516E-03   2.98830047E-02  0.129190832       5.65271080E-03   2.52249129E-02  0.228811041       8.07340443E-02   4.23040986E-02   5.39914817E-02  0.842819750      0.122605048       6.49486408E-02   1.52374227E-02   3.80440541E-02   8.98362603E-03   3.81587595E-02   5.60831800E-02   2.66069006E-02   1.02542359E-02   3.93816568E-02   3.87949720E-02  0.322138608       4.02390957E-02   8.82278476E-03  0.452519625      0.227321789       7.74085289E-03   1.70050431E-02   7.84869958E-03  0.257930994    
        1999   1.27212647E-02   2.22919369E-03   2.88452506E-02  0.109593779       7.97314476E-03   3.39286327E-02  0.340455979       9.03851688E-02   2.52131708E-02   2.81527769E-02  0.620181680      0.114530347      0.109683096       4.31653159E-03   2.06323881E-02   1.11709088E-02   2.38063522E-02   4.58303951E-02   1.94951613E-02   8.81727692E-03   5.71665354E-02   2.67063230E-02  0.314244390       6.25261292E-02   6.20707963E-03  0.304988444      0.204020888       3.10984324E-03   9.94247105E-03   3.62353399E-03  0.230801418    
        2000   2.80405469E-02   8.33338406E-03   5.31632118E-02  0.148434550       1.11106401E-02   6.31633699E-02  0.344113618       7.90169016E-02   3.21483463E-02   4.92442362E-02  0.719441772      0.162487507      0.126682013       2.02142913E-02   4.85345200E-02   1.42065119E-02   9.23999920E-02   7.88817406E-02   2.86446959E-02   1.05704302E-02   7.69280791E-02   4.32245657E-02  0.470915228      0.114666708       1.38038732E-02  0.360020816      0.215978995       1.20926881E-02   2.84312610E-02   1.00432672E-02  0.246962503    
        2001   8.88137240E-03   2.10070400E-03   1.92402992E-02  0.195634186       3.59803368E-03   1.52446739E-02  0.134984970       5.55918477E-02   4.75559421E-02   1.72560364E-02  0.753838837       6.55695871E-02   9.56401825E-02   3.30351340E-03   1.38277831E-02   1.64008904E-02   2.10858788E-02   8.79478604E-02   3.62534821E-02   5.47705404E-03   2.92611308E-02   3.13096121E-02  0.193621963       4.59989607E-02   4.56308620E-03  0.461916775      0.183088854       2.51605571E-03   1.06455907E-02   1.04605947E-02  0.234584332    
        2002   2.55953670E-02   3.49491020E-03   2.44086348E-02  0.101337560       7.55469548E-03   3.30354236E-02  0.216678664       5.72613329E-02   2.17557754E-02   4.58304472E-02  0.441594094      0.111317754       5.49537130E-02   9.71046463E-03   2.02781092E-02   6.41799113E-03   4.48745415E-02   5.40057682E-02   1.61036998E-02   7.68954586E-03   3.53225060E-02   3.01870573E-02  0.192015618       4.34724726E-02   8.46604910E-03  0.139558673      0.159391880       6.47588726E-03   1.38113722E-02   1.51469500E-03  0.182985306    
        2003   3.03325932E-02   9.81372036E-03   3.70577350E-02   8.81931558E-02   1.58773158E-02   7.23458678E-02  0.446751714      0.128802419       2.76306756E-02   7.13741183E-02  0.478172988      0.182148263      0.139844850       8.80376156E-03   3.42948064E-02   1.58649739E-02   7.23791122E-02   6.12407848E-02   2.83710454E-02   5.93938446E-03   6.35838509E-02   3.82634960E-02  0.417480260       7.51366839E-02   1.20556671E-02  0.209207848      0.241435841       5.75088570E-03   2.16398854E-02   1.01562012E-02  0.137349874    
        2004   3.91317485E-03   1.34882401E-03   2.70290133E-02   8.12085420E-02   4.41762246E-03   1.93848144E-02  0.255186200       6.32560924E-02   2.85833515E-02   1.30078550E-02  0.533676803       7.29312524E-02   4.97723706E-02   2.72595324E-03   1.14953294E-02   6.55955821E-03   1.10309944E-02   6.15581758E-02   1.82123724E-02   3.26930801E-03   4.70463634E-02   3.24946083E-02  0.208576307       3.01221572E-02   3.89088481E-03  0.159859046      0.193081662       1.56479911E-03   3.48950736E-03   1.15464674E-03   9.52526331E-02
        2005   2.00140718E-02   2.96033616E-03   2.77673844E-02   8.62134621E-02   1.48459421E-02   4.98300567E-02  0.376489550       9.82380360E-02   3.10084112E-02   3.75652313E-02  0.718914151      0.142583430      0.126982152       3.81959626E-03   2.82411482E-02   2.61194743E-02   4.21649367E-02   3.80569510E-02   1.79274268E-02   7.31563289E-03   4.68304530E-02   5.05312495E-02  0.316021949       6.37091771E-02   9.79540870E-03  0.240030795      0.232903451       4.32592584E-03   1.43600572E-02   4.72161174E-03  0.199012160    
        2006   9.59109049E-03   4.26869513E-03   3.87937240E-02   5.57488129E-02   8.68819002E-03   3.41331959E-02  0.307590187       8.20888057E-02   2.77340375E-02   3.62957194E-02  0.664094567      0.131897509      0.104720801       4.26997757E-03   1.35603007E-02   1.08332941E-02   2.66883299E-02   4.27562557E-02   2.49565337E-02   1.70376082E-03   5.81310391E-02   2.85740737E-02  0.209272519       1.97619908E-02   5.05092787E-03  0.167568281      0.168985546       2.02257326E-03   6.66312268E-03   1.74039486E-03   4.23161201E-02
        2007   1.28208976E-02   2.46120570E-03   1.69455912E-02   5.74692450E-02   7.57973315E-03   3.02501358E-02  0.185360342       5.75593896E-02   2.41222922E-02   3.41045298E-02  0.896516502       5.53340949E-02   5.96487746E-02   4.16997168E-03   1.44287040E-02   9.55167878E-03   1.77978687E-02   3.91608663E-02   2.28780489E-02   3.49486968E-03   3.15028578E-02   5.08494638E-02  0.170716137       2.35773511E-02   4.80521051E-03  0.114062496      0.290314704       2.52036774E-03   1.17490850E-02   1.85453314E-02   5.11018746E-02
        2008   2.96386927E-02   6.21841103E-03   1.40021713E-02   7.85861313E-02   1.39860259E-02   4.03943136E-02  0.226346225       4.76349294E-02   1.72401499E-02   4.87319892E-03  0.786095798       7.54884854E-02   7.59669915E-02   5.76905767E-03   1.69361681E-02   1.11537287E-02   2.71564201E-02   2.46358830E-02   1.80300679E-02   5.40084951E-03   2.68225037E-02   4.29557748E-02  0.223743692       3.23310867E-02   8.32942501E-03   7.89572001E-02  0.235240400       4.07792348E-03   1.23874377E-02   2.09673122E-03   5.83041459E-02
        2009   2.21619457E-02   2.01024301E-03   2.41054967E-02  0.116456658       7.70577183E-03   3.10834367E-02  0.232384905       5.95721416E-02   3.44767608E-02   9.01160575E-03  0.928795040       8.95532891E-02   4.65295576E-02   4.25117463E-03   1.57793593E-02   6.31078286E-03   9.65101272E-03   4.50321212E-02   3.03700138E-02   1.24699867E-03   4.54688631E-02   3.67567912E-02  0.213556930       1.02119297E-02   4.17264458E-03  0.173737049      0.231469795       2.79881503E-03   9.41483770E-03   2.58509559E-03   2.96387840E-02
        2010   2.17770319E-02   8.95581266E-04   3.12537290E-02   8.41397494E-02   1.01609547E-02   3.03790756E-02  0.341367990       9.69801471E-02   3.51844840E-02   4.07224558E-02   1.02288687      0.145461112       7.65664726E-02   1.28607894E-03   1.04130888E-02   7.90318009E-03   3.81635781E-03   4.31091301E-02   3.08141988E-02   2.34506885E-03   5.70892133E-02   3.21541168E-02  0.248072177       8.82447232E-03   1.50023319E-03  0.247311428      0.291109651       1.20630732E-03   7.49821495E-03   4.38006641E-03   1.24917347E-02
        2011   1.27908727E-02   4.71426593E-03   4.63364720E-02   6.04968145E-02   1.18144881E-02   4.57740165E-02  0.398781180       7.92169347E-02   2.73785125E-02   2.41611619E-02  0.871679485      0.137005866      0.105089188       4.85555967E-03   1.57332700E-02   1.34345051E-02   1.26631586E-02   3.31202187E-02   2.05865521E-02   3.18725244E-03   7.72664770E-02   4.12238762E-02  0.237006783       3.11627761E-02   1.35886399E-02   8.88008177E-02  0.287622958       1.79501635E-03   7.36736227E-03   1.65446184E-03   9.29053035E-03
        2012   2.20233686E-02   1.23571476E-03   2.90934425E-02   9.90153104E-02   9.70355608E-03   3.72952633E-02  0.329151124      0.122693852       4.43226062E-02   1.44114112E-02   1.22147155       9.37098637E-02   8.43740478E-02   3.35063576E-03   1.40533475E-02   1.16119776E-02   1.19188679E-02   7.32257739E-02   4.28235307E-02   1.94672670E-03   5.53971343E-02   4.25585471E-02  0.296409309       9.77702811E-03   3.85401933E-03  0.254351705      0.325047553       2.43612891E-03   1.52214579E-02   2.47239484E-03   1.26428986E-02
        2013   4.55805380E-03   1.49975286E-03   1.43106608E-02   3.10329925E-02   4.83748736E-03   1.32348910E-02  0.235392138       7.17891380E-02   2.07300857E-02   3.36453468E-02  0.740413427       6.24022707E-02   6.61838353E-02   1.79033121E-03   5.39529417E-03   9.39320773E-03   7.95971137E-03   2.76021622E-02   1.32421544E-02   5.32566686E-04   3.39398645E-02   3.90981250E-02  0.123496830       2.63454323E-03   3.61386035E-03  0.113032945      0.255648464       1.29153777E-03   1.96136953E-03   1.45832461E-03   2.13789511E-02
        2014   6.77106343E-03   2.76977359E-03   2.83552241E-02  0.109264277       3.26528004E-03   1.71420444E-02  0.234813407       6.66752458E-02   4.05916423E-02   1.05419541E-02  0.735523403       9.22637507E-02  0.114608645       2.74015102E-03   1.63295008E-02   1.50090624E-02   8.63027014E-03   6.59436658E-02   4.08994481E-02   2.72520119E-03   6.36336058E-02   2.72935573E-02  0.176169559       2.75279768E-02   1.16721978E-02  0.130244568      0.231063351       2.22187745E-03   1.06312232E-02   1.26805445E-02   9.42981839E-02
        2015   7.41820876E-03   3.03449505E-03   3.10652778E-02  0.119707227       3.57735949E-03   1.87803973E-02  0.257255733       7.30477422E-02   4.44711931E-02   1.15495035E-02  0.805821180      0.101081870      0.125562385       3.00204125E-03   1.78901944E-02   1.64435562E-02   9.45510902E-03   7.22462386E-02   4.48084176E-02   2.98566255E-03   6.97154030E-02   2.99021434E-02  0.193006977       3.01589649E-02   1.27877695E-02  0.142692715      0.253147274       2.43423367E-03   1.16473045E-02   1.38924895E-02  0.103310741    
        2016   6.07037544E-03   2.36342172E-03   1.98857188E-02   6.36634454E-02   2.90333806E-03   2.64220480E-02  0.381113619       7.89408609E-02   3.00200433E-02   1.23149669E-02  0.503150403       6.55487478E-02   5.11717945E-02   2.28019850E-03   8.53139255E-03   8.86937510E-03   3.52001702E-03   3.98464315E-02   2.24149171E-02   1.38417503E-03   5.49123660E-02   4.73056212E-02  0.272790074       9.94746666E-03   7.75657268E-03  0.325096190      0.275089353       1.28130405E-03   5.16737904E-03   5.01324888E-03   3.53249684E-02
        2017   1.22735389E-02   1.72966230E-03   2.28973459E-02   6.66326210E-02   7.72025622E-03   3.69175822E-02  0.318966448       7.19283670E-02   2.37616319E-02   2.36612856E-02  0.504130423      0.120745443      0.131750450       2.63107172E-03   1.53101003E-02   2.01840363E-02   4.08544717E-03   3.58336791E-02   2.24192683E-02   9.16418503E-04   4.34288532E-02   4.70605940E-02  0.271253437       1.02129923E-02   8.08506645E-03  0.119359270      0.245861813       2.06817128E-03   7.67488871E-03   1.20569123E-02   2.65428014E-02
        2018   1.18934168E-02   4.88152634E-03   3.61714736E-02   7.07972720E-02   2.40098522E-03   2.87620854E-02  0.360403001       8.27369317E-02   2.74046734E-02   1.67745538E-02  0.488794267      0.138007894      0.109999046       5.28590707E-03   1.94386151E-02   2.01389473E-02   4.10004659E-03   4.31390256E-02   2.24986635E-02   9.65202879E-03   6.04022592E-02   4.54110615E-02  0.256401181       3.54702026E-02   2.45304964E-02  0.262228012      0.246471986       2.66218744E-03   1.02137802E-02   1.62208378E-02   6.43077046E-02
        2019   1.58225205E-02   4.53433255E-03   1.32498238E-02  0.146593779       5.83377713E-03   3.54578979E-02  0.179141238       4.84790318E-02   3.84776779E-02   1.90714318E-02  0.551225960       4.97416630E-02   5.15222736E-02   4.65816678E-03   1.83038190E-02   1.16285998E-02   1.20997876E-02   5.32270744E-02   3.57697494E-02   5.17325057E-03   2.95096934E-02   4.84395139E-02  0.283361286       2.37102266E-02   1.76116284E-02  0.203009188      0.210619316       3.23274080E-03   1.33513520E-02   2.79738922E-02  0.105569690    
        2020   8.45211372E-03   3.64667573E-03   2.63854526E-02   8.88188407E-02   4.77394182E-03   2.54865680E-02  0.266395807       7.43676275E-02   2.26782504E-02   1.91836264E-02  0.526819110       8.75815153E-02   5.99213243E-02   3.72388051E-03   1.43280420E-02   1.22345388E-02   9.55393258E-03   5.98014183E-02   3.37489918E-02   7.78465997E-03   4.23653349E-02   4.08338606E-02  0.197983369       4.09207977E-02   2.04640832E-02  0.228208721      0.223364249       2.07359879E-03   7.42154475E-03   5.35771251E-02  0.114901021    
 BOS            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   5.22566065E-02   3.86220985E-03   7.55186528E-02  0.376514196       2.83488426E-02  0.154441506      0.753717482      0.397894740       7.54227042E-02   6.76145777E-02  0.511024773      0.295061171      0.316334099       1.48121901E-02   7.19451606E-02   3.85033675E-02   8.10051113E-02  0.185767949       8.20683986E-02   3.88944633E-02  0.154938534      0.102678768      0.906950653      0.100466371       8.17211252E-03  0.504722595      0.560102344       1.01515604E-02   5.50458096E-02   8.97629187E-03  0.524686038    
        1996   2.74178311E-02   9.52217542E-03   8.81119445E-02  0.352809012       3.29642482E-02   8.37818831E-02  0.789347887      0.297831446       8.68081450E-02   8.75200480E-02  0.568597138      0.344342411      0.274919301       1.21367369E-02   6.07634559E-02   3.92548367E-02  0.101893604      0.145427927       8.63764808E-02   5.90680949E-02  0.173929602       8.84523243E-02  0.619882226      0.190918386       2.88570579E-02  0.458025187      0.546860516       8.49111564E-03   2.49399524E-02   1.74070988E-02  0.466042817    
        1997   2.84545720E-02   1.14307115E-02   3.87378857E-02  0.282460988       2.52305754E-02   6.86695874E-02  0.438957691      0.212037459       7.26665109E-02   6.20674603E-02  0.500380695      0.190546274      0.263361394       1.39442896E-02   5.62853478E-02   3.29647511E-02   7.89946318E-02  0.146528125       6.73263222E-02   2.96023348E-03   8.13945159E-02  0.100795358      0.620194733       2.98335999E-02   1.64119713E-02  0.397090524      0.614284515       6.54430129E-03   2.75005847E-02   3.20442044E-03  0.104640551    
        1998   5.20660877E-02   1.45586301E-02   4.43459526E-02  0.305585951       2.53219008E-02  0.116359517      0.517234862      0.205813006      0.126349390      0.107761979      0.740943372      0.263189048      0.140049323       3.71137895E-02  0.124324426       1.78096928E-02  0.138668254      0.146285743       7.63450116E-02   2.73460373E-02   7.93593675E-02   7.41385743E-02  0.989086032      0.210940868       3.53475101E-02  0.535495877      0.671649694       2.01413315E-02   6.31595850E-02   1.19997635E-02  0.508409619    
        1999   7.50861540E-02   8.25601351E-03   7.54918754E-02  0.312211663       3.78095508E-02  0.159810618      0.937080383      0.258810937      0.105962381       9.69621316E-02  0.582692385      0.279094279      0.278288156       2.06949506E-02   5.97213320E-02   2.89814081E-02  0.101025209      0.173374206       6.78705573E-02   2.86379196E-02  0.143690512       7.50439465E-02  0.952388644      0.144147009       2.64107250E-02  0.453796297      0.636694133       2.09039282E-02   3.52363512E-02   7.71994563E-03  0.456307322    
        2000  0.143720299       3.62372361E-02  0.118817538      0.496739864       6.59711063E-02  0.241524577       1.21232402      0.213543072       8.35588574E-02  0.147190601      0.415344924      0.419008464      0.237361953       7.76403621E-02  0.174676135       2.71114577E-02  0.377125502      0.293649673       9.20627937E-02   4.01171222E-02  0.171509922       5.99633381E-02   1.52054405      0.394420981       7.06429332E-02  0.583954573      0.570152104       4.55905646E-02   8.93936679E-02   5.36269434E-02  0.911174655    
        2001   6.40373006E-02   9.25682019E-03   5.43766171E-02  0.484745532       1.98706370E-02  0.122477204      0.630370021      0.208635524       7.07223490E-02   5.69372363E-02  0.590209901      0.206704676      0.222597614       2.39084661E-02   7.55892247E-02   3.54843959E-02  0.100644484      0.269610196      0.106512479       2.89546493E-02   8.20576027E-02   7.13533312E-02   1.15296602      0.197483867       2.66679954E-02  0.510589004      0.555193305       1.72682405E-02   6.04072399E-02   2.04333123E-02  0.657734573    
        2002   7.16151148E-02   7.81767257E-03   3.95064279E-02  0.224739522       2.77868994E-02  0.105086528      0.525863171      0.117823124       6.24568686E-02   8.53623748E-02  0.502986372      0.242855817      0.122318007       2.11258698E-02   5.25165722E-02   2.59020459E-02  0.128200293      0.146098882       4.76820581E-02   1.60452556E-02   6.11865781E-02   5.11879548E-02  0.725787461       8.92718285E-02   1.58171970E-02  0.316796154      0.381408930       1.73576567E-02   4.41317186E-02   4.71773185E-03  0.354648232    
        2003   9.26783383E-02   1.89955290E-02   6.90641850E-02  0.244752333       4.19611819E-02  0.226490408       1.11004293      0.298748344       4.73527387E-02   8.11727643E-02  0.438111097      0.319509685      0.253097206       2.76827924E-02  0.104878888       2.06702985E-02  0.164487511      0.216696456       7.31182694E-02   1.61617994E-02  0.110661454       7.48126209E-02   1.08432794      0.257772535       4.80949283E-02  0.183277830      0.529471755       1.58459675E-02   5.56511059E-02   2.74749529E-02  0.342635542    
        2004   1.16210124E-02   4.73398250E-03   6.03357479E-02  0.159482390       7.49599794E-03   4.95841056E-02  0.611155450      0.179274857       3.85741405E-02   2.71998104E-02  0.363371700      0.194308355      0.135364577       8.56753439E-03   3.21980119E-02   2.26608142E-02   4.06397954E-02  0.157779589       4.30176295E-02   1.35971671E-02   7.89679885E-02   7.80767202E-02  0.714511693      0.105092309       1.00539327E-02  0.206921205      0.536502063       4.53190133E-03   1.88819915E-02   7.01444270E-03  0.395383358    
