 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2002   7.53533794E-03   1.72626891E-03   2.08140146E-02  0.298670381       7.13088084E-03   6.35059830E-03   2.58189750       2.13824415       6.90827221E-02   4.00901632E-03  0.139462784       6.07022122E-02   1.04086250E-02   5.17613674E-03   4.84953774E-03   2.44074836E-02   7.40644708E-03  0.812635541      0.249867514       1.33553455E-02  0.206339613       5.50868213E-02   1.93918741       1.37937916E-02   2.16716318E-03  0.106126286       2.40316868       2.36622198E-03   4.73818090E-03   1.57845020E-03  0.122914791    
        2003   9.85203870E-03   2.46135239E-03   4.96370718E-02  0.178919852       1.72107406E-02   2.64347903E-02   2.82956648       2.39616418       4.66234386E-02   6.56944280E-03  0.133905038      0.124062046       3.21550332E-02   8.15049652E-03   3.79445078E-03   4.25153226E-02   1.44524155E-02  0.639791548      0.162477046       4.46384819E-03  0.243517593       5.06640188E-02   2.49718380       3.29323113E-02   4.69552260E-03  0.135492697       2.71248388       2.16105697E-03   4.27209958E-03   5.39309578E-03   6.55974150E-02
        2004   8.05086084E-03   1.46839290E-03   7.23380148E-02  0.180399388       1.52973188E-02   2.27602590E-02   3.06264806       1.96533215       4.49096151E-02   3.46434605E-03   7.75893033E-02  0.166622758       2.18044575E-02   2.37889728E-03   2.59933295E-03   2.99509894E-02   7.73441885E-03  0.612273633      0.150185972       1.03669334E-02  0.305515021       5.20681739E-02   2.13947868       3.61723900E-02   1.51819957E-03   9.97834057E-02   2.31343365       1.91868690E-03   6.34325016E-03   1.40724366E-03  0.180084363    
        2005   1.23157762E-02   1.87556737E-03   2.97033098E-02  0.298841685       1.26993470E-02   3.23928632E-02   3.03559899       2.30661201       5.00027090E-02   3.71854426E-03  0.148898870      0.118825100       3.91271934E-02   5.46132354E-03   2.17300728E-02   2.83627417E-02   7.01749837E-03  0.551853180      0.187414959       1.11169508E-02  0.287036151       5.66343069E-02   3.10401726       4.40778993E-02   2.72738375E-03   9.68614221E-02   2.69472766       1.87737506E-03   5.36131021E-03   2.19960441E-03  0.223112866    
        2006   1.98036507E-02   2.15482572E-03   3.98900658E-02  0.295238703       4.64120321E-02   2.69323308E-02   3.67472124       2.36984253       6.03088289E-02   3.01336008E-03   9.54124257E-02  0.148216322       4.43152934E-02   4.82061040E-03   1.95019450E-02   3.75235975E-02   4.29710299E-02  0.482591927      0.220883369       6.61802711E-03  0.293099880       6.49486259E-02   2.46641564       1.98577866E-02   5.74436970E-03  0.144791245       2.89273953       3.04425159E-03   4.86867316E-03   1.89346005E-03   1.01257116E-02
        2007   2.42782477E-02   2.47813622E-03   4.69021015E-02  0.234823152       7.68143544E-03   1.25854397E-02   3.33673859       2.02604675       5.36607951E-02   2.10951152E-03   8.79864469E-02  0.140163183       5.54133467E-02   7.76597252E-03   1.75941028E-02   2.89227664E-02   1.38813015E-02  0.455538064      0.195740551       1.07456660E-02  0.324694335      0.109666720       2.02475214       1.73631236E-02   3.33508686E-03  0.110128708       2.92601061       5.88615611E-03   1.19497422E-02   7.10340869E-03   1.41564449E-02
        2008   1.43862618E-02   3.49441241E-03   5.97237386E-02  0.249953091       2.22166851E-02   1.24494331E-02   3.36570358       1.75369370       8.42990130E-02   2.12157401E-03  0.169326693      0.169280961      0.105995610       1.07040657E-02   2.88829170E-02   5.76967858E-02   1.33787915E-02  0.329652607      0.227229610       1.18144378E-02  0.430416107       7.57324845E-02   1.96212959       5.07761016E-02   8.18620995E-03  0.153483227       2.43393874       4.45730006E-03   1.12355985E-02   2.23476556E-03   2.34062988E-02
        2009   1.24891559E-02   2.10267655E-03  0.122018203      0.393394768       1.82983186E-02   8.85864943E-02   3.18708253       1.55215228       9.85957608E-02   1.97391049E-03  0.210951656      0.245661423      0.149298400       6.88254135E-03   3.03751826E-02   4.48519960E-02   4.34375973E-03  0.483548731      0.308750123       1.59536898E-02  0.404419124       5.10950014E-02   2.67835379       3.60258147E-02   2.63704313E-03  0.171299264       1.99249983       3.63891525E-03   1.54985962E-02   2.91418540E-03   5.66081442E-02
        2010   2.44892221E-02   2.34427187E-03   3.41833271E-02  0.749594271       1.45548563E-02   6.48681000E-02   2.19298220       1.55325258      0.109699108       5.12840739E-03  0.168312043      0.103742972       5.91497719E-02   1.50426878E-02   4.15104367E-02   2.78297514E-02   8.59374087E-03  0.571682155      0.323912680       1.76830906E-02  0.214208543       6.63871169E-02   2.65389609       3.66907455E-02   6.79341098E-03  0.558624089       2.22139573       8.59294552E-03   1.52620003E-02   3.95603199E-03   4.13684733E-03
        2011   3.70091014E-02   1.72118039E-03   9.52907875E-02  0.526665986       1.97563525E-02  0.125937819       3.51794815       2.04877996       9.54297706E-02   8.75775609E-03  0.131544769      0.258838475      0.196026653       1.40871080E-02   7.31717274E-02   7.01363832E-02   1.71751343E-02  0.440829813      0.197343200       2.31362078E-02  0.447908282       8.49638134E-02   2.83733010      0.103179231       2.18845215E-02  0.318114191       2.69786143       6.69450127E-03   2.84693632E-02   8.96214100E-04   4.91322204E-03
        2012   3.66154946E-02   2.19699997E-03  0.101951994      0.435106516       1.50719127E-02   9.41630974E-02   2.97715545       1.99568498      0.109897271       3.84612172E-03  0.137200788      0.247574747       7.13538453E-02   1.59961712E-02   4.78207916E-02   3.38489711E-02   1.75227020E-02  0.537632942      0.311246246       6.18010666E-03  0.343890607       9.35485661E-02   2.56500125       4.67586704E-02   1.25260940E-02  0.447670102       2.57062793       6.39319746E-03   2.33833268E-02   2.65520485E-03   3.67852743E-03
        2013   1.56450924E-02   1.64924492E-03   3.97120565E-02  0.406300068       1.08506233E-02   6.03667311E-02   3.36082721       1.52833200      0.124900147       2.68401043E-03  0.173193067      0.136742249       5.69517165E-02   6.68762904E-03   4.10037488E-02   5.17505035E-02   4.96587949E-03  0.720798492      0.293461561       3.30091128E-03  0.342880130       6.95934147E-02   1.94602120       1.37516940E-02   5.04733855E-03  0.121546052       2.32998991       3.37271183E-03   1.00707682E-02   1.14070566E-03   3.58637013E-02
        2014   1.40796416E-02   2.15289718E-03   4.24890518E-02   1.07639039       1.44844651E-02   7.04086497E-02   3.42837167       1.29287541      0.164480269       3.01978248E-03  0.158666492      0.159340605       8.27817172E-02   9.41512641E-03   7.68469796E-02   3.71326283E-02   1.94640700E-02   1.01014924      0.419883013       1.81300342E-02  0.265214443       4.33241092E-02   2.86095262      0.100102350       7.64808850E-03  0.367217451       2.00514078       5.45645878E-03   3.77809517E-02   1.56334024E-02  0.205468103    
        2015   1.59213636E-02   2.43451190E-03   4.80469316E-02   1.21719015       1.63791403E-02   7.96186253E-02   3.87682796       1.46199310      0.185995504       3.41479224E-03  0.179421246      0.180183530       9.36101750E-02   1.06466953E-02   8.68991315E-02   4.19898480E-02   2.20101140E-02   1.14228427      0.474806815       2.05015764E-02  0.299906462       4.89912219E-02   3.23518610      0.113196477       8.64851475E-03  0.415252209       2.26742792       6.17020391E-03   4.27229814E-02   1.76783670E-02  0.232344851    
        2016   2.37945225E-02  -3.30905640E-03   3.79785076E-02  0.425966203       6.16989098E-03   7.06188157E-02   3.70955563       1.82685149       9.89306197E-02   7.16069806E-03  0.136771977      0.132271498      0.224117175       6.12640753E-03   3.96277830E-02   7.51440749E-02   4.66301944E-03  0.492908955      0.254565805       1.19847041E-02  0.231857017       9.02263001E-02   2.11612391       2.86785960E-02  -2.58592702E-03  0.293436974       2.50238204       3.21188057E-03   1.98401958E-02  -1.27980614E-03  0.123111688    
        2017   3.61513421E-02  -3.55754746E-03   4.15358096E-02  0.396209568       1.40132941E-02   7.35559240E-02   3.91859102       2.18803930       7.32480884E-02   2.99067087E-02  0.136167124      0.226822853      0.231363818       1.25865564E-02   7.22870231E-02   7.91721046E-02   1.75675824E-02  0.377341300      0.234118119       7.73593644E-03  0.302947342      0.127055749       2.60591125       5.04888333E-02   9.37702879E-03  0.349750876       2.68617153       7.26576149E-03   3.03006489E-02  -9.16433113E-04  0.128291205    
        2018   3.91432270E-02  -6.85750972E-03   5.14109768E-02  0.479619950       9.51152667E-03  0.109952822       3.06604528       1.77146423      0.117279373       9.20853391E-03  0.204044089      0.155784309      0.364674300       1.16427448E-02   8.39791149E-02   8.83582383E-02   9.49827489E-03  0.701164722      0.320119083       6.12866208E-02  0.299696743      0.112454295       3.43137336      0.133284226       7.39219249E-04  0.607612312       2.27749300       5.86932758E-03   4.96391542E-02   4.73876018E-04  0.176934674    
        2019   3.26629728E-02  -2.79615889E-03   9.30570140E-02  0.444508463       1.72791425E-02   9.58085433E-02   2.96902084       1.78499711       9.99904647E-02   2.00656243E-02  0.140949368      0.236368284      0.251642704       1.00213895E-02   5.88359274E-02   9.34031233E-02   2.06757803E-02  0.488274813      0.254735768       2.50088479E-02  0.354917973      0.114381686       2.99984193       8.43349025E-02  -2.08354462E-02  0.526662529       2.61315894       7.08218338E-03   3.74319069E-02  -1.17539335E-02  0.220969066    
        2020   4.89319079E-02   3.11658741E-03  0.102408782      0.245444715       3.08563523E-02  0.152646229       3.26937437       1.96251547       9.21705067E-02   3.43814008E-02  0.131429493      0.307508349      0.235991567       1.35871051E-02   6.77307546E-02   7.03280568E-02   3.10322978E-02  0.435984701      0.219733372       1.67398807E-02  0.363821179      0.109974682       3.29818010       8.25080723E-02  -1.97246615E-02  0.568063140       2.75188828       8.61611497E-03   4.18575369E-02  -3.54991551E-03  0.238253340    
 BOB            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   1.00167538E-03   2.50154961E-04   1.59218907E-03   6.94481563E-03   6.72143011E-04   3.50723276E-03   1.04401866E-02   7.97256734E-03   6.68443099E-04   4.87358950E-04  0.304453492       4.58034500E-03   6.62807550E-04   3.86831962E-04   4.14320297E-04   5.75686689E-04   1.17948570E-03   2.65993760E-03   1.51041045E-03   2.30282458E-04   4.33493825E-03   8.29577353E-03   1.33026717E-02   4.71654552E-04   2.45850912E-04   6.31457288E-03  0.107474200       2.43646253E-04   5.80539403E-04   3.13723867E-04   1.93203113E-03
        1996   4.03788843E-04   1.69250852E-04   8.49785341E-04   6.72900444E-03   2.53369595E-04   8.28373712E-04   8.39021802E-03   8.21959693E-03   2.58200220E-03   3.31085117E-04  0.338668853       3.45457275E-03   4.20237018E-04   6.48430942E-05   2.36758759E-04   8.49377073E-04   2.33027808E-04   2.43096356E-03   1.74074154E-03   4.78395552E-04   3.21017695E-03   6.54858956E-03   8.10335297E-03   9.28369525E-04   1.60773910E-04   9.12622176E-03   9.26939249E-02   1.74511646E-04   1.58712326E-04   1.15552582E-04   3.14564700E-03
        1997   4.80991206E-04   2.57884996E-04   9.99167911E-04   3.30578187E-03   4.83515760E-04   9.09007620E-04   5.25182812E-03   4.80548525E-03   3.25278932E-04   6.45295077E-04  0.315368176       3.93301575E-03   2.52636313E-03   3.11167270E-04   3.89864144E-04   9.14384669E-04   5.63919253E-04   1.46937824E-03   1.05661480E-03   1.21956255E-04   2.49231793E-03   4.14466951E-03   2.77784117E-03   2.40431662E-04   4.25753766E-04   2.83314817E-04   8.21127743E-02   2.17897192E-04   2.40331690E-04   2.31316371E-04   5.14274812E-04
        1998   1.23921921E-03   3.27116431E-04   1.01210619E-03   9.31711029E-03   3.67500237E-04   2.30855169E-03   9.69440769E-03   5.03446534E-03   3.84316692E-04   7.95123691E-04  0.340779543       2.66038510E-03   3.90594651E-04   1.13048335E-03   7.74583081E-04   4.21750301E-04   7.85800803E-04   4.14136425E-03   1.16427802E-03   1.69629871E-03   2.87587452E-03   6.08030893E-03   1.03894323E-02   3.14613711E-03   9.88822314E-04   3.83696356E-03   8.64712074E-02   9.26760142E-04   1.11659046E-03   3.13820579E-04   1.23291556E-02
        1999   9.49364679E-04   8.10210709E-04   2.31687981E-03   1.39958775E-02   1.87574668E-04   1.93778938E-03   1.44736636E-02   9.59353056E-03   9.88882617E-04   4.72828222E-04  0.345037997       5.02292905E-03   2.14363076E-03   3.88616696E-04   9.34615615E-04   2.04928429E-03   7.44158635E-04   6.26648311E-03   2.21755332E-03   5.07564691E-04   5.25763724E-03   5.22091007E-03   8.16005003E-03   1.75041903E-03   5.01741015E-04   3.61042912E-03  0.103379451       3.17432656E-04   1.06694072E-03   1.89979823E-04   9.50565282E-03
        2000   6.90373417E-04   4.58323222E-04   1.81973190E-03   1.20748170E-02   4.79288254E-04   7.88342441E-04   1.81289650E-02   6.93674944E-03   5.85765403E-04   5.64035901E-04  0.272714525       4.47729882E-03   7.09931366E-04   5.29045297E-04   9.77023621E-04   5.34306106E-04   7.29247986E-04   7.91121740E-03   2.52162945E-03   8.79912695E-04   5.14787715E-03   3.13653261E-03   1.40187629E-02   1.93982420E-03   4.59830917E-04   1.37123866E-02   8.00830275E-02   4.02840204E-04   6.96334988E-04   6.65869506E-04   1.02261975E-02
        2001   2.73146783E-04   2.15736698E-04   6.16547128E-04   4.30509215E-03   1.95099987E-04   5.71678975E-04   6.43607881E-03   5.04769199E-03   5.26790507E-04   2.29036799E-04  0.288623214       1.88644859E-03   2.10459088E-03   1.19147378E-04   3.60982202E-04   9.62222053E-04   3.33141972E-04   2.75015458E-03   1.82790379E-03   1.13384041E-04   2.05214554E-03   4.14733216E-03   2.43074447E-03   3.60155944E-04   2.35335305E-04   7.18778092E-03   8.21592808E-02   1.35948751E-04   3.71227186E-04   3.35195306E-04   1.88672077E-03
        2002   3.49355745E-04   2.14808373E-04   8.10013269E-04   3.43157910E-03   2.00997529E-04   4.26273531E-04   8.30639899E-03   5.40770777E-03   3.80513113E-04   4.46135993E-04  0.268485606       1.92334235E-03   6.54264528E-04   2.19735433E-04   4.85537370E-04   5.91201475E-04   4.82105446E-04   3.23602813E-03   1.34088343E-03   1.86995356E-04   2.88118422E-03   6.75641280E-03   2.80385278E-03   9.57694952E-04   2.35580374E-04   5.88527822E-04   8.84385556E-02   2.23994095E-04   6.10774441E-04   1.88521895E-04   1.23538822E-03
        2003   9.64775507E-04   3.28480703E-04   1.82033144E-03   3.73177417E-03   5.60470333E-04   1.36159209E-03   1.90861467E-02   8.78360402E-03   8.51571211E-04   8.07293400E-04  0.245876819       8.82292446E-03   3.04136518E-03   3.71752976E-04   7.98448571E-04   1.89987558E-03   1.96030061E-03   4.25413158E-03   2.16324022E-03   4.93921922E-04   4.36474569E-03   7.35921459E-03   1.21179866E-02   1.88313809E-03   4.59869305E-04   4.96028573E-04   9.37682688E-02   3.26093781E-04   7.94761057E-04   7.05100538E-04   5.44604706E-03
        2004   2.88374169E-04   2.29015350E-04   7.16447306E-04   8.34347028E-03   1.36628674E-04   5.65785682E-04   1.11791147E-02   6.67613372E-03   8.38214532E-04   2.25346012E-04  0.290074885       1.83370628E-03   6.48679270E-04   1.47353974E-04   4.41359909E-04   4.32546600E-04   3.86096188E-04   5.93564846E-03   2.45683314E-03   2.56332190E-04   2.53926194E-03   3.61151388E-03   6.56879786E-03   4.90688544E-04   2.21501352E-04   2.04616576E-03   8.69182274E-02   9.29166708E-05   2.09653736E-04   2.45352247E-04   5.34396060E-03
        2005   2.80283880E-03   2.35653119E-04   2.11355067E-03   1.02213090E-02   1.27566466E-03   4.82108910E-03   4.10691351E-02   1.56359579E-02   2.63865746E-04   4.32526082E-04  0.305532664       1.02295578E-02   4.75689350E-03   2.69275042E-04   3.50301713E-03   1.64176209E-03   2.35101976E-03   3.14584258E-03   1.87765481E-03   4.62914468E-04   6.09968044E-03   7.35189160E-03   4.35570627E-02   4.00561048E-03   1.80952411E-04   4.21317806E-03  0.111070812       3.86622152E-04   1.42854790E-03   2.00610884E-04   2.44627763E-02
        2006   6.67530519E-04   2.98765866E-04   9.06459638E-04   2.50318833E-03   5.90816373E-04   1.32582407E-03   1.83511265E-02   1.02788964E-02   3.70748021E-04   3.36413214E-04  0.341979951       3.57529940E-03   2.03640200E-03   2.99470761E-04   1.02097634E-03   1.38278562E-03   7.79987196E-04   1.46894960E-03   1.53670390E-03   3.10170930E-04   3.51682422E-03   5.06056426E-03   5.12538617E-03   9.51815746E-04   3.05567315E-04   1.96381495E-03   9.00874659E-02   2.14158077E-04   4.18659562E-04   1.16327152E-04   9.19001526E-04
